pref_name,target_chembl_id,target_type
Myeloid leukemia factor 2,CHEMBL4295830,SINGLE PROTEIN
NEDD8,CHEMBL4295831,SINGLE PROTEIN
Zyxin,CHEMBL4295832,SINGLE PROTEIN
Cysteine and glycine-rich protein 2,CHEMBL4295833,SINGLE PROTEIN
Dihydropyrimidinase-related protein 2,CHEMBL4295834,SINGLE PROTEIN
Thiosulfate sulfurtransferase,CHEMBL4295835,SINGLE PROTEIN
Leucine-rich repeat flightless-interacting protein 1,CHEMBL4295838,SINGLE PROTEIN
Protein LSM12,CHEMBL4295839,SINGLE PROTEIN
Mitochondrial import inner membrane translocase subunit TIM50,CHEMBL4295842,SINGLE PROTEIN
Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,CHEMBL4295849,SINGLE PROTEIN
Histone H2B type 2-F,CHEMBL4295850,SINGLE PROTEIN
E3 ubiquitin-protein ligase UBR4,CHEMBL4295851,SINGLE PROTEIN
5'-nucleotidase domain-containing protein 1,CHEMBL4295852,SINGLE PROTEIN
Proteasome adapter and scaffold protein ECM29,CHEMBL4295853,SINGLE PROTEIN
Tensin-3,CHEMBL4295861,SINGLE PROTEIN
Epithelial splicing regulatory protein 1,CHEMBL4295865,SINGLE PROTEIN
DCN1-like protein 2,CHEMBL4295866,SINGLE PROTEIN
Testis-specific serine/threonine-protein kinase 4,CHEMBL4295868,SINGLE PROTEIN
"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",CHEMBL4295869,SINGLE PROTEIN
Dynamin-binding protein,CHEMBL4295871,SINGLE PROTEIN
Protein lin-28 homolog B,CHEMBL4295873,SINGLE PROTEIN
Histone H3.2,CHEMBL4295875,SINGLE PROTEIN
MOB kinase activator 1B,CHEMBL4295878,SINGLE PROTEIN
Zinc finger CCCH-type antiviral protein 1,CHEMBL4295879,SINGLE PROTEIN
Neuroepithelial cell-transforming gene 1 protein,CHEMBL4295880,SINGLE PROTEIN
E3 ubiquitin-protein ligase HUWE1,CHEMBL4295881,SINGLE PROTEIN
Deaminated glutathione amidase,CHEMBL4295883,SINGLE PROTEIN
BLOC-2 complex member HPS6,CHEMBL4295884,SINGLE PROTEIN
Trafficking protein particle complex subunit 5,CHEMBL4295892,SINGLE PROTEIN
Mitotic interactor and substrate of PLK1,CHEMBL4295893,SINGLE PROTEIN
DCN1-like protein 3,CHEMBL4295894,SINGLE PROTEIN
Protein mono-ADP-ribosyltransferase PARP9,CHEMBL4295895,SINGLE PROTEIN
Aldehyde dehydrogenase family 16 member A1,CHEMBL4295896,SINGLE PROTEIN
Sodium-dependent phosphate transport protein 2C,CHEMBL4295900,SINGLE PROTEIN
Oxidation resistance protein 1,CHEMBL4295901,SINGLE PROTEIN
TGF-beta-activated kinase 1 and MAP3K7-binding protein 3,CHEMBL4295902,SINGLE PROTEIN
Lysophosphatidylcholine acyltransferase 1,CHEMBL4295903,SINGLE PROTEIN
Diphosphoinositol polyphosphate phosphohydrolase 3-alpha,CHEMBL4295904,SINGLE PROTEIN
TBC1 domain family member 15,CHEMBL4295905,SINGLE PROTEIN
"Solute carrier family 2, facilitated glucose transporter member 14",CHEMBL4295906,SINGLE PROTEIN
Leucine-rich repeat-containing protein 15,CHEMBL4295907,SINGLE PROTEIN
Transmembrane protein 263,CHEMBL4295908,SINGLE PROTEIN
Sodium-dependent phosphate transporter 1,CHEMBL4295909,SINGLE PROTEIN
DCN1-like protein 4,CHEMBL4295914,SINGLE PROTEIN
C-C motif chemokine 17,CHEMBL4295915,SINGLE PROTEIN
Protein NDRG1,CHEMBL4295916,SINGLE PROTEIN
Acidic leucine-rich nuclear phosphoprotein 32 family member B,CHEMBL4295917,SINGLE PROTEIN
Rho guanine nucleotide exchange factor 1,CHEMBL4295918,SINGLE PROTEIN
7-methylguanosine phosphate-specific 5'-nucleotidase,CHEMBL4295921,SINGLE PROTEIN
Far upstream element-binding protein 1,CHEMBL4295922,SINGLE PROTEIN
Pyrroline-5-carboxylate reductase 2,CHEMBL4295923,SINGLE PROTEIN
Nuclear receptor-binding factor 2,CHEMBL4295924,SINGLE PROTEIN
E3 ubiquitin-protein ligase Itchy homolog,CHEMBL4295925,SINGLE PROTEIN
Lysyl oxidase homolog 4,CHEMBL4295926,SINGLE PROTEIN
"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1",CHEMBL4295927,SINGLE PROTEIN
Calponin-2,CHEMBL4295930,SINGLE PROTEIN
Prohibitin-2,CHEMBL4295931,SINGLE PROTEIN
Protein NipSnap homolog 1,CHEMBL4295933,SINGLE PROTEIN
ADP-ribose glycohydrolase MACROD1,CHEMBL4295934,SINGLE PROTEIN
Thioredoxin domain-containing protein 17,CHEMBL4295935,SINGLE PROTEIN
Cancer-related nucleoside-triphosphatase,CHEMBL4295936,SINGLE PROTEIN
DCN1-like protein 5,CHEMBL4295937,SINGLE PROTEIN
Eukaryotic translation initiation factor 2A,CHEMBL4295938,SINGLE PROTEIN
182 kDa tankyrase-1-binding protein,CHEMBL4295939,SINGLE PROTEIN
(E3-independent) E2 ubiquitin-conjugating enzyme,CHEMBL4295940,SINGLE PROTEIN
Thioredoxin-related transmembrane protein 1,CHEMBL4295941,SINGLE PROTEIN
EH domain-containing protein 1,CHEMBL4295942,SINGLE PROTEIN
Cytosolic iron-sulfur assembly component 2A,CHEMBL4295943,SINGLE PROTEIN
Putative tubulin-like protein alpha-4B,CHEMBL4295944,SINGLE PROTEIN
5'-nucleotidase domain-containing protein 2,CHEMBL4295945,SINGLE PROTEIN
Jupiter microtubule associated homolog 2,CHEMBL4295946,SINGLE PROTEIN
Ketosamine-3-kinase,CHEMBL4295947,SINGLE PROTEIN
Calcyclin-binding protein,CHEMBL4295948,SINGLE PROTEIN
Cytochrome P450 4F11,CHEMBL4295949,SINGLE PROTEIN
Arsenite methyltransferase,CHEMBL4295950,SINGLE PROTEIN
Glyoxalase domain-containing protein 4,CHEMBL4295951,SINGLE PROTEIN
X antigen family member 1,CHEMBL4295952,SINGLE PROTEIN
Acyl-coenzyme A thioesterase 13,CHEMBL4295957,SINGLE PROTEIN
"Fructose-2,6-bisphosphatase TIGAR",CHEMBL4295958,SINGLE PROTEIN
Bridging integrator 3,CHEMBL4295959,SINGLE PROTEIN
Small COPII coat GTPase SAR1A,CHEMBL4295960,SINGLE PROTEIN
Translation initiation factor eIF2B subunit gamma,CHEMBL4295961,SINGLE PROTEIN
ADP-ribosylation factor-like protein 8B,CHEMBL4295962,SINGLE PROTEIN
ADP-ribosylhydrolase ARH3,CHEMBL4295963,SINGLE PROTEIN
"Solute carrier family 2, facilitated glucose transporter member 8",CHEMBL4295964,SINGLE PROTEIN
TGF-beta-activated kinase 1 and MAP3K7-binding protein 2,CHEMBL4295965,SINGLE PROTEIN
Constitutive coactivator of PPAR-gamma-like protein 1,CHEMBL4295966,SINGLE PROTEIN
Diphosphoinositol polyphosphate phosphohydrolase 2,CHEMBL4295967,SINGLE PROTEIN
Small proline-rich protein 3,CHEMBL4295970,SINGLE PROTEIN
Short transient receptor potential channel 4,CHEMBL4295971,SINGLE PROTEIN
Glyoxylate reductase/hydroxypyruvate reductase,CHEMBL4295972,SINGLE PROTEIN
DNA repair protein REV1,CHEMBL4295973,SINGLE PROTEIN
Regulator of G-protein signaling 17,CHEMBL4295974,SINGLE PROTEIN
Ubiquitin carboxyl-terminal hydrolase 25,CHEMBL4295975,SINGLE PROTEIN
Prefoldin subunit 2,CHEMBL4295976,SINGLE PROTEIN
Multifunctional methyltransferase subunit TRM112-like protein,CHEMBL4295977,SINGLE PROTEIN
N-acetyl-D-glucosamine kinase,CHEMBL4295978,SINGLE PROTEIN
Unconventional myosin-XV,CHEMBL4295979,SINGLE PROTEIN
Myosin-2,CHEMBL4295980,SINGLE PROTEIN
Ras-related protein Rab-22A,CHEMBL4295981,SINGLE PROTEIN
Proteasome activator complex subunit 2,CHEMBL4295982,SINGLE PROTEIN
MAPK/MAK/MRK overlapping kinase,CHEMBL4295983,SINGLE PROTEIN
Small ribosomal subunit protein uS7m,CHEMBL4295986,SINGLE PROTEIN
"Acyl-coenzyme A thioesterase 9, mitochondrial",CHEMBL4295987,SINGLE PROTEIN
Deoxyribose-phosphate aldolase,CHEMBL4295988,SINGLE PROTEIN
Cytosolic iron-sulfur assembly component 2B,CHEMBL4295989,SINGLE PROTEIN
Small ribosomal subunit protein mS23,CHEMBL4295990,SINGLE PROTEIN
ADP-ribose glycohydrolase OARD1,CHEMBL4295991,SINGLE PROTEIN
YTH domain-containing family protein 2,CHEMBL4295992,SINGLE PROTEIN
Signal recognition particle receptor subunit beta,CHEMBL4295993,SINGLE PROTEIN
Testis-expressed protein 264,CHEMBL4295994,SINGLE PROTEIN
Tolloid-like protein 2,CHEMBL4295995,SINGLE PROTEIN
Heterogeneous nuclear ribonucleoprotein Q,CHEMBL4295997,SINGLE PROTEIN
Mitotic checkpoint serine/threonine-protein kinase BUB1 beta,CHEMBL4295998,SINGLE PROTEIN
Replication factor C subunit 5,CHEMBL4296000,SINGLE PROTEIN
Protein disulfide-isomerase A3,CHEMBL4296001,SINGLE PROTEIN
"Pyrroline-5-carboxylate reductase 1, mitochondrial",CHEMBL4296002,SINGLE PROTEIN
"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",CHEMBL4296004,SINGLE PROTEIN
Heterogeneous nuclear ribonucleoprotein H2,CHEMBL4296005,SINGLE PROTEIN
Y-box-binding protein 1,CHEMBL4296006,SINGLE PROTEIN
Heterogeneous nuclear ribonucleoprotein U,CHEMBL4296007,SINGLE PROTEIN
Neuroblast differentiation-associated protein AHNAK,CHEMBL4296008,SINGLE PROTEIN
Heterogeneous nuclear ribonucleoprotein D0,CHEMBL4296009,SINGLE PROTEIN
Beclin-1,CHEMBL4296010,SINGLE PROTEIN
DNA replication licensing factor MCM6,CHEMBL4296011,SINGLE PROTEIN
Telomeric repeat-binding factor 2,CHEMBL4296012,SINGLE PROTEIN
Interleukin-23 receptor,CHEMBL4296013,SINGLE PROTEIN
THO complex subunit 4,CHEMBL4296014,SINGLE PROTEIN
COP9 signalosome complex subunit 8,CHEMBL4296015,SINGLE PROTEIN
Nucleolar RNA helicase 2,CHEMBL4296016,SINGLE PROTEIN
GMP reductase 2,CHEMBL4296017,SINGLE PROTEIN
UV radiation resistance-associated gene protein,CHEMBL4296018,SINGLE PROTEIN
DNA mismatch repair protein Msh2,CHEMBL4296019,SINGLE PROTEIN
Eukaryotic translation initiation factor 6,CHEMBL4296020,SINGLE PROTEIN
Melanoma-associated antigen 4,CHEMBL4296022,SINGLE PROTEIN
Proteasome activator complex subunit 3,CHEMBL4296023,SINGLE PROTEIN
Cytoskeleton-associated protein 4,CHEMBL4296025,SINGLE PROTEIN
Tight junction protein ZO-1,CHEMBL4296026,SINGLE PROTEIN
Diphosphoinositol polyphosphate phosphohydrolase 3-beta,CHEMBL4296042,SINGLE PROTEIN
Calmodulin-2,CHEMBL4296043,SINGLE PROTEIN
Gamma-aminobutyric acid receptor subunit alpha-1/beta-2/delta,CHEMBL4296044,PROTEIN COMPLEX
Gamma-aminobutyric acid receptor subunit beta-1/beta-2,CHEMBL4296045,PROTEIN COMPLEX
Gamma-aminobutyric acid receptor subunit alpha-4/beta-2/delta,CHEMBL4296046,PROTEIN COMPLEX
Gamma-aminobutyric acid receptor subunit alpha-5/beta-3,CHEMBL4296057,PROTEIN COMPLEX
Gamma-aminobutyric acid receptor subunit alpha-2/beta-3,CHEMBL4296064,PROTEIN COMPLEX
Cyclin-dependent kinase 1/ G1/S-specific cyclin-D3,CHEMBL4296065,PROTEIN COMPLEX
Cyclin-dependent kinase 1/Cyclin A1,CHEMBL4296066,PROTEIN COMPLEX
Cyclin-dependent kinase 13/Cyclin-K,CHEMBL4296067,PROTEIN COMPLEX
Somatostatin receptor type 2/type 5,CHEMBL4296070,PROTEIN FAMILY
Histone deacetylase 6/3,CHEMBL4296072,PROTEIN FAMILY
Lysine-specific demethylase 5A/5B,CHEMBL4296073,PROTEIN FAMILY
Nucleoside diphosphate kinase A/B,CHEMBL4296074,PROTEIN FAMILY
Glycine receptor subunit alpha-2/beta,CHEMBL4296075,PROTEIN COMPLEX
Coagulation factor IX/VIII,CHEMBL4296076,PROTEIN COMPLEX
Transforming growth factor beta-1 proprotein/Mothers against decapentaplegic homolog 3,CHEMBL4296077,PROTEIN-PROTEIN INTERACTION
Heat shock protein HSP 90-alpha/Hsp90 co-chaperone Cdc37,CHEMBL4296080,PROTEIN COMPLEX
Heat shock protein HSP 90-beta/Hsp90 co-chaperone Cdc37,CHEMBL4296081,PROTEIN COMPLEX
Short transient receptor potential channel 1 & 3/Stromal interaction molecule 1/Calcium release-activated calcium channel protein 1,CHEMBL4296083,PROTEIN COMPLEX
Stromal interaction molecule 1 & 2/Calcium release-activated calcium channel protein 1,CHEMBL4296084,PROTEIN COMPLEX
5-hydroxytryptamine receptor 3A/3E,CHEMBL4296087,PROTEIN COMPLEX
Eukaryotic translation initiation factor 4E/Eukaryotic translation initiation factor 4E-binding protein 1,CHEMBL4296088,PROTEIN-PROTEIN INTERACTION
5-hydroxytryptamine receptor 3A/3C,CHEMBL4296091,PROTEIN COMPLEX
APC/Asef,CHEMBL4296093,PROTEIN COMPLEX
D(2) dopamine receptor/Metabotropic glutamate receptor 5,CHEMBL4296096,PROTEIN COMPLEX
LIG4/XRCC4,CHEMBL4296097,PROTEIN COMPLEX
Mitogen-activated protein kinase 8/9,CHEMBL4296098,PROTEIN FAMILY
Neuronal calcium sensor 1/Synembryn-A,CHEMBL4296100,PROTEIN COMPLEX
PTPN9/STAT3,CHEMBL4296101,PROTEIN-PROTEIN INTERACTION
Cereblon/Casein kinase I alpha,CHEMBL4296102,PROTEIN COMPLEX
Cereblon/Ikaros,CHEMBL4296103,PROTEIN COMPLEX
PIK3CG/PIK3R1,CHEMBL4296106,PROTEIN COMPLEX
HIF1A/p300/CREB-binding protein,CHEMBL4296108,PROTEIN-PROTEIN INTERACTION
Sharpin/RBCK1/RNF31,CHEMBL4296109,PROTEIN COMPLEX
GRIA1/CACNG8,CHEMBL4296110,PROTEIN COMPLEX
GRIA1/CACNG2,CHEMBL4296111,PROTEIN COMPLEX
HDAC1/REST corepressor 3,CHEMBL4296112,PROTEIN COMPLEX
PAK 1/CDC42,CHEMBL4296113,PROTEIN COMPLEX
Lysine-specific histone demethylase 1A/REST corepressor,CHEMBL4296114,PROTEIN COMPLEX
Cyclin-dependent kinase 14/Cyclin-Y,CHEMBL4296115,PROTEIN COMPLEX
CRY2/PER2,CHEMBL4296116,PROTEIN COMPLEX
von Hippel-Lindau disease tumor suppressor/Elongin-C/Elongin-B/HIF1A,CHEMBL4296117,PROTEIN COMPLEX
Androgen receptor/Baculoviral IAP repeat-containing protein 2,CHEMBL4296118,PROTEIN-PROTEIN INTERACTION
Baculoviral IAP repeat-containing protein 2/BCR/ABL,CHEMBL4296119,PROTEIN-PROTEIN INTERACTION
E3 ubiquitin-protein ligase XIAP/BCR/ABL,CHEMBL4296120,PROTEIN-PROTEIN INTERACTION
Baculoviral IAP repeat-containing protein 3/Huntingtin,CHEMBL4296121,PROTEIN-PROTEIN INTERACTION
KEAP1/Microtubule-associated protein tau,CHEMBL4296122,PROTEIN-PROTEIN INTERACTION
KEAP1/Cullin-3/Microtubule-associated protein tau,CHEMBL4296123,PROTEIN-PROTEIN INTERACTION
Cullin-3/Microtubule-associated protein tau,CHEMBL4296124,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Cyclin-dependent kinase 8,CHEMBL4296125,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Cyclin-dependent kinase 19,CHEMBL4296126,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Histone deacetylase 4,CHEMBL4296127,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Histone deacetylase 2,CHEMBL4296128,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Histone deacetylase 6,CHEMBL4296129,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Histone deacetylase 1,CHEMBL4296130,PROTEIN-PROTEIN INTERACTION
Protein cereblon/NAD-dependent protein deacetylase sirtuin-2,CHEMBL4296131,PROTEIN-PROTEIN INTERACTION
Protein cereblon/NAD-dependent protein deacetylase sirtuin-1,CHEMBL4296132,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Cullin-4A/Bromodomain-containing protein 4,CHEMBL4296133,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Cullin-4A/Bromodomain-containing protein 2,CHEMBL4296134,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Cullin-4A/Bromodomain-containing protein 3,CHEMBL4296135,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Peptidyl-prolyl cis-trans isomerase FKBP1A,CHEMBL4296136,PROTEIN-PROTEIN INTERACTION
Protein cereblon/BCR/ABL,CHEMBL4296137,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Bromodomain-containing protein 4,CHEMBL4296138,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Receptor-interacting serine/threonine-protein kinase 2,CHEMBL4296139,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Bromodomain-containing protein 4,CHEMBL4296140,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Myc proto-oncogene protein,CHEMBL4296141,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Steroid hormone receptor ERR1,CHEMBL4296142,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Bromodomain-containing protein 2,CHEMBL4296143,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Bromodomain-containing protein 3,CHEMBL4296144,PROTEIN-PROTEIN INTERACTION
Protein cereblon/DNA damage-binding protein 1/Bromodomain-containing protein 4,CHEMBL4296145,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Inhibitor of nuclear factor kappa-B kinase subunit epsilon,CHEMBL4296146,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Serine/threonine-protein kinase TBK1,CHEMBL4296147,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Elongin-B/Elongin-C/Bromodomain-containing protein 4,CHEMBL4296148,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Elongin-B/Elongin-C/Bromodomain-containing protein 2,CHEMBL4296149,PROTEIN-PROTEIN INTERACTION
von Hippel-Lindau disease tumor suppressor/Elongin-B/Elongin-C/Bromodomain-containing protein 3,CHEMBL4296150,PROTEIN-PROTEIN INTERACTION
Protein cereblon/NPM/ALK,CHEMBL4296165,PROTEIN-PROTEIN INTERACTION
Protein cereblon/EML4/ALK,CHEMBL4296166,PROTEIN-PROTEIN INTERACTION
Protein cereblon/Aiolos,CHEMBL4296167,PROTEIN-PROTEIN INTERACTION
Protein cereblon/GSPT1,CHEMBL4296168,PROTEIN-PROTEIN INTERACTION
Phenylalanine,CHEMBL4296171,SMALL MOLECULE
Transthyretin mRNA,CHEMBL4296221,NUCLEIC-ACID
Pleckstrin homology domain-containing family A member 7,CHEMBL4296241,SINGLE PROTEIN
Connector enhancer of kinase suppressor of ras 1,CHEMBL4296242,SINGLE PROTEIN
Protein-cysteine N-palmitoyltransferase HHAT,CHEMBL4296243,SINGLE PROTEIN
Eyes absent homolog 3,CHEMBL4296245,SINGLE PROTEIN
Cryptochrome-1,CHEMBL4296246,SINGLE PROTEIN
Cry1/Cry2,CHEMBL4296247,PROTEIN FAMILY
YEATS domain-containing protein 2,CHEMBL4296261,SINGLE PROTEIN
Protein S100-A9,CHEMBL4296265,SINGLE PROTEIN
YEATS domain-containing protein 4,CHEMBL4296266,SINGLE PROTEIN
Tripartite motif-containing protein 66,CHEMBL4296267,SINGLE PROTEIN
Alpha-crystallin A chain,CHEMBL4296283,SINGLE PROTEIN
Beta-crystallin B2,CHEMBL4296284,SINGLE PROTEIN
Gamma-crystallin C,CHEMBL4296285,SINGLE PROTEIN
Gamma-crystallin D,CHEMBL4296286,SINGLE PROTEIN
Protein LZIC,CHEMBL4296296,SINGLE PROTEIN
Rhodopsin,CHEMBL4296308,SINGLE PROTEIN
Proto-oncogene c-Rel,CHEMBL4296310,SINGLE PROTEIN
Anthrax toxin receptor 2,CHEMBL4296326,SINGLE PROTEIN
A375/R,CHEMBL4296383,CELL-LINE
CD34-positive blood stem/progenitor cell,CHEMBL4296384,CELL-LINE
HCC44,CHEMBL4296385,CELL-LINE
HCC515,CHEMBL4296386,CELL-LINE
HCC95,CHEMBL4296387,CELL-LINE
NCI-H1373,CHEMBL4296389,CELL-LINE
NCI-H1944,CHEMBL4296390,CELL-LINE
NCI-H929,CHEMBL4296391,CELL-LINE
16HBE14o-,CHEMBL4296395,CELL-LINE
184B5,CHEMBL4296396,CELL-LINE
1BR.3.GN,CHEMBL4296397,CELL-LINE
A2780S,CHEMBL4296398,CELL-LINE
ARPE-19,CHEMBL4296399,CELL-LINE
BEAS-2B,CHEMBL4296403,CELL-LINE
BT-483,CHEMBL4296404,CELL-LINE
CCD-18Co,CHEMBL4296405,CELL-LINE
CCD-841CoN,CHEMBL4296406,CELL-LINE
CNE-2,CHEMBL4296409,CELL-LINE
EA.hy 926,CHEMBL4296410,CELL-LINE
EBC-1,CHEMBL4296411,CELL-LINE
EC9706,CHEMBL4296412,CELL-LINE
EJM,CHEMBL4296413,CELL-LINE
GES1,CHEMBL4296415,CELL-LINE
GM15850,CHEMBL4296416,CELL-LINE
GM16216,CHEMBL4296417,CELL-LINE
H1-HeLa,CHEMBL4296418,CELL-LINE
HCC-1.2,CHEMBL4296419,CELL-LINE
HCC78,CHEMBL4296421,CELL-LINE
HCC827,CHEMBL4296422,CELL-LINE
HEC-1-A,CHEMBL4296424,CELL-LINE
HEL 92.1.7,CHEMBL4296425,CELL-LINE
HET-1A,CHEMBL4296426,CELL-LINE
HFF-1,CHEMBL4296427,CELL-LINE
HK-2,CHEMBL4296428,CELL-LINE
HL-60(TB),CHEMBL4296429,CELL-LINE
HL60/ADR,CHEMBL4296430,CELL-LINE
HL60/MX2,CHEMBL4296431,CELL-LINE
HMC1,CHEMBL4296432,CELL-LINE
HMEC-1,CHEMBL4296433,CELL-LINE
HMy2.C1R,CHEMBL4296434,CELL-LINE
HPBALL,CHEMBL4296435,CELL-LINE
HeLa S3,CHEMBL4296436,CELL-LINE
Hep 3B2,CHEMBL4296437,CELL-LINE
HepG2 2.2.15,CHEMBL4296438,CELL-LINE
IB3-1,CHEMBL4296439,CELL-LINE
IM95,CHEMBL4296441,CELL-LINE
JIMT-1,CHEMBL4296443,CELL-LINE
JJN-3,CHEMBL4296444,CELL-LINE
JeKo-1,CHEMBL4296445,CELL-LINE
Jurkat E6.1,CHEMBL4296446,CELL-LINE
K-562R,CHEMBL4296447,CELL-LINE
K562/A02,CHEMBL4296448,CELL-LINE
K562/Adr,CHEMBL4296449,CELL-LINE
K562/VCR,CHEMBL4296450,CELL-LINE
KB-V1,CHEMBL4296451,CELL-LINE
KCL-22,CHEMBL4296452,CELL-LINE
KG-1a,CHEMBL4296453,CELL-LINE
KMS-11,CHEMBL4296454,CELL-LINE
KMS-12-BM,CHEMBL4296455,CELL-LINE
KOPN-8,CHEMBL4296456,CELL-LINE
L02,CHEMBL4296457,CELL-LINE
LN-18,CHEMBL4296458,CELL-LINE
LN-229,CHEMBL4296459,CELL-LINE
LNCaP C4-2,CHEMBL4296460,CELL-LINE
LNCaP C4-2B,CHEMBL4296461,CELL-LINE
LS180,CHEMBL4296462,CELL-LINE
MCF-10A-neoT,CHEMBL4296464,CELL-LINE
MDA-MB-436,CHEMBL4296465,CELL-LINE
MHCC97H,CHEMBL4296470,CELL-LINE
MM1.S,CHEMBL4296471,CELL-LINE
MM473,CHEMBL4296472,CELL-LINE
Mahlavu,CHEMBL4296473,CELL-LINE
NCI-H3122,CHEMBL4296475,CELL-LINE
NCI-H3255,CHEMBL4296476,CELL-LINE
NCTC-2544,CHEMBL4296478,CELL-LINE
OCI-AML-3,CHEMBL4296479,CELL-LINE
OCI-Ly1,CHEMBL4296480,CELL-LINE
OV-90,CHEMBL4296481,CELL-LINE
PC-3M,CHEMBL4296484,CELL-LINE
PEO1,CHEMBL4296485,CELL-LINE
PK9,CHEMBL4296486,CELL-LINE
PWR-1E,CHEMBL4296487,CELL-LINE
PaTu 8988t,CHEMBL4296488,CELL-LINE
Pfeiffer,CHEMBL4296489,CELL-LINE
QGY-7703,CHEMBL4296490,CELL-LINE
RWPE-1,CHEMBL4296492,CELL-LINE
SEM,CHEMBL4296493,CELL-LINE
SK-N-BE(2)-M17,CHEMBL4296494,CELL-LINE
SNU-182,CHEMBL4296495,CELL-LINE
SU-DHL-6,CHEMBL4296496,CELL-LINE
SUM149PT,CHEMBL4296497,CELL-LINE
SUP-B15,CHEMBL4296498,CELL-LINE
TC-32,CHEMBL4296499,CELL-LINE
THLE-2,CHEMBL4296500,CELL-LINE
TIG-3,CHEMBL4296501,CELL-LINE
TK6,CHEMBL4296502,CELL-LINE
TMD8,CHEMBL4296503,CELL-LINE
TMK-1,CHEMBL4296504,CELL-LINE
Toledo,CHEMBL4296505,CELL-LINE
U138-MG,CHEMBL4296506,CELL-LINE
U2932,CHEMBL4296507,CELL-LINE
VCaP,CHEMBL4296508,CELL-LINE
WM 266-4,CHEMBL4296510,CELL-LINE
WSU-HN13,CHEMBL4296511,CELL-LINE
hTERT-BJ,CHEMBL4296512,CELL-LINE
Zone of skin,CHEMBL4296545,TISSUE
Bromodomain and extra-terminal motif (BET),CHEMBL4296614,PROTEIN FAMILY
Adenosine receptors; A2a & A2b,CHEMBL4296621,SELECTIVITY GROUP
Huntingtin mRNA,CHEMBL4296641,NUCLEIC-ACID
TEC family kinase,CHEMBL4296642,PROTEIN FAMILY
mTORC1,CHEMBL4296661,PROTEIN COMPLEX
mTOR/FKBP12A/FKBP12B,CHEMBL4296662,PROTEIN COMPLEX
5-aminolevulinate synthase mRNA,CHEMBL4296741,NUCLEIC-ACID
Sialic acid-binding Ig-like lectin 10,CHEMBL4303061,SINGLE PROTEIN
518A2,CHEMBL4483222,CELL-LINE
A2780/Taxol,CHEMBL4483224,CELL-LINE
A549/CDDP,CHEMBL4483225,CELL-LINE
A549/TR,CHEMBL4483226,CELL-LINE
BE(2)-C,CHEMBL4483229,CELL-LINE
Bel7402/5-FU,CHEMBL4483230,CELL-LINE
C6661,CHEMBL4483231,CELL-LINE
CL1-0,CHEMBL4483232,CELL-LINE
Caco2/TC7,CHEMBL4483233,CELL-LINE
G55T2,CHEMBL4483235,CELL-LINE
Farage,CHEMBL4483236,CELL-LINE
GIST430,CHEMBL4483237,CELL-LINE
GISTT1,CHEMBL4483238,CELL-LINE
Granta-519,CHEMBL4483240,CELL-LINE
H103,CHEMBL4483241,CELL-LINE
HCC4017,CHEMBL4483243,CELL-LINE
HDQ-P1,CHEMBL4483244,CELL-LINE
HeLa 229,CHEMBL4483246,CELL-LINE
Huh7.5.1,CHEMBL4483247,CELL-LINE
K562-IMA[r],CHEMBL4483249,CELL-LINE
KBM5,CHEMBL4483250,CELL-LINE
KM3/BTZ,CHEMBL4483251,CELL-LINE
KOPTK1,CHEMBL4483252,CELL-LINE
LAD2,CHEMBL4483253,CELL-LINE
M-HeLa,CHEMBL4483254,CELL-LINE
MCF7/PTX,CHEMBL4483255,CELL-LINE
MDAH 2774,CHEMBL4483256,CELL-LINE
MEC1,CHEMBL4483257,CELL-LINE
MR49F,CHEMBL4483259,CELL-LINE
Maver1,CHEMBL4483260,CELL-LINE
NCI-H2286,CHEMBL4483261,CELL-LINE
OCI-LY19,CHEMBL4483262,CELL-LINE
